population,population_definition,removed_source,remaining_denominator_n,code_a,label_a,code_b,label_b,n11_both_present,n10_a_only,n01_b_only,n00_neither,jaccard,lift,full_population_n11,n11_difference,full_population_jaccard,jaccard_difference,full_population_lift,lift_difference
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,fullz_identity_package,Fullz or identity package,40,77,77,736,0.206186,2.71751,45,-5,0.214286,-0.0081,2.76544,-0.04793
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,jurisdiction_localisation,Jurisdiction-specific bank or account reference,28,89,75,738,0.145833,2.160817,36,-8,0.170616,-0.024783,2.359843,-0.199026
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,mule_recruitment,Mule recruitment or account-holder solicitation,5,112,3,810,0.041667,4.967949,7,-2,0.053846,-0.012179,5.506299,-0.53835
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,telegram_off_platform,Telegram or private-channel coordination reference,30,87,44,769,0.186335,3.222453,35,-5,0.195531,-0.009196,3.16454,0.057913
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,tutorial_training_recruitment,"Tutorial, guide, or training content",40,77,50,763,0.239521,3.532764,45,-5,0.238095,0.001426,3.30819,0.224574
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,117,1,812,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,email_access_takeover,Email-access-enabled account takeover,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",16,45,96,773,0.101911,2.177986,17,-1,0.093923,0.007988,1.980294,0.197692
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,email_access_takeover,Email-access-enabled account takeover,fullz_identity_package,Fullz or identity package,24,37,93,776,0.155844,3.127364,26,-2,0.156627,-0.000783,3.170654,-0.04329
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,email_access_takeover,Email-access-enabled account takeover,jurisdiction_localisation,Jurisdiction-specific bank or account reference,40,21,63,806,0.322581,5.920739,42,-2,0.295775,0.026806,5.463281,0.457458
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,61,8,861,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,12,49,62,807,0.097561,2.472308,12,0,0.086331,0.01123,2.153017,0.319291
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",21,40,69,800,0.161538,3.557377,22,-1,0.147651,0.013887,3.209404,0.347973
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,email_access_takeover,Email-access-enabled account takeover,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,61,1,868,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,33,79,84,734,0.168367,2.342033,40,-7,0.18018,-0.011813,2.329757,0.012276
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,25,87,78,740,0.131579,2.01543,36,-11,0.165138,-0.033559,2.236567,-0.221137
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,3,109,5,813,0.025641,3.113839,5,-2,0.035971,-0.01033,3.727612,-0.613773
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,23,89,51,767,0.141104,2.58084,33,-10,0.175532,-0.034428,2.827844,-0.247004
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",33,79,57,761,0.195266,3.044643,44,-11,0.22335,-0.028084,3.0657,-0.021057
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,112,1,817,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,fullz_identity_package,Fullz or identity package,jurisdiction_localisation,Jurisdiction-specific bank or account reference,42,75,61,752,0.235955,3.241225,47,-5,0.233831,0.002124,3.056836,0.184389
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,fullz_identity_package,Fullz or identity package,mule_recruitment,Mule recruitment or account-holder solicitation,3,114,5,808,0.02459,2.980769,4,-1,0.029851,-0.005261,3.121875,-0.141106
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,fullz_identity_package,Fullz or identity package,telegram_off_platform,Telegram or private-channel coordination reference,26,91,48,765,0.157576,2.792793,32,-6,0.174863,-0.017287,2.87069,-0.077897
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,fullz_identity_package,Fullz or identity package,tutorial_training_recruitment,"Tutorial, guide, or training content",37,80,53,760,0.217647,3.267806,43,-6,0.223958,-0.006311,3.136463,0.131343
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,fullz_identity_package,Fullz or identity package,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,1,116,0,813,0.008547,7.948718,1,0,0.007812,0.000735,7.804688,0.14403
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,3,100,5,822,0.027778,3.385922,4,-1,0.031746,-0.003968,3.33,0.055922
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,17,86,57,770,0.10625,2.074259,20,-3,0.106952,-0.000702,1.913793,0.160466
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",26,77,64,763,0.155689,2.608414,32,-6,0.164103,-0.008414,2.48972,0.118694
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,jurisdiction_localisation,Jurisdiction-specific bank or account reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,1,102,0,827,0.009709,9.029126,1,0,0.008333,0.001376,8.325,0.704126
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,5,3,69,853,0.064935,7.85473,7,-2,0.077778,-0.012843,8.037931,-0.183201
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",4,4,86,836,0.042553,5.166667,5,-1,0.044643,-0.00209,4.668224,0.498443
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,mule_recruitment,Mule recruitment or account-holder solicitation,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,8,1,921,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",24,50,66,790,0.171429,3.351351,31,-7,0.190184,-0.018755,3.326781,0.02457
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,telegram_off_platform,Telegram or private-channel coordination reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,74,1,855,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,1. Dread,930,tutorial_training_recruitment,"Tutorial, guide, or training content",vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,90,1,839,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,54,35,99,718,0.287234,3.592862,80,-26,0.358744,-0.07151,3.629098,-0.036236
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,25,64,86,731,0.142857,2.292742,33,-8,0.158654,-0.015797,2.270455,0.022287
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,31,58,82,735,0.181287,2.792682,39,-8,0.186603,-0.005316,2.535368,0.257314
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,24,65,33,784,0.196721,4.286221,30,-6,0.193548,0.003173,3.870093,0.416128
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",35,54,99,718,0.18617,2.658897,35,0,0.159091,0.027079,2.15647,0.502427
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,39,50,65,752,0.253247,3.817416,63,-24,0.33871,-0.085463,4.063598,-0.246182
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,52,37,55,762,0.361111,4.947181,64,-12,0.361582,-0.000471,4.403306,0.543875
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,4,85,6,811,0.042105,4.07191,4,0,0.031496,0.010609,3.302479,0.769431
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,16,73,71,746,0.1,1.872143,16,0,0.083333,0.016667,1.518381,0.353762
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",29,60,66,751,0.187097,3.10751,41,-12,0.219251,-0.032154,3.16359,-0.05608
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_drop_sale,Bank drop sale or bank-drop infrastructure,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,89,1,816,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,60,93,51,702,0.294118,3.200848,68,-8,0.290598,0.00352,3.11044,0.090408
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,72,81,41,712,0.371134,3.773035,78,-6,0.337662,0.033472,3.371204,0.401831
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_log_sale,Compromised bank log sale or discussion,email_access_takeover,Email-access-enabled account takeover,50,103,7,746,0.3125,5.194358,55,-5,0.287958,0.024542,4.717119,0.477239
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_log_sale,Compromised bank log sale or discussion,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",59,94,75,678,0.258772,2.607258,59,0,0.229572,0.0292,2.416803,0.190455
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_log_sale,Compromised bank log sale or discussion,fullz_identity_package,Fullz or identity package,44,109,60,693,0.206573,2.505279,63,-19,0.255061,-0.048488,2.701623,-0.196344
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_log_sale,Compromised bank log sale or discussion,jurisdiction_localisation,Jurisdiction-specific bank or account reference,65,88,42,711,0.333333,3.597215,76,-11,0.336283,-0.00295,3.476374,0.120841
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_log_sale,Compromised bank log sale or discussion,mule_recruitment,Mule recruitment or account-holder solicitation,7,146,3,750,0.044872,4.145098,7,0,0.037838,0.007034,3.842308,0.30279
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_log_sale,Compromised bank log sale or discussion,telegram_off_platform,Telegram or private-channel coordination reference,27,126,60,693,0.126761,1.837728,27,0,0.11157,0.015191,1.703486,0.134242
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_log_sale,Compromised bank log sale or discussion,tutorial_training_recruitment,"Tutorial, guide, or training content",53,100,42,711,0.271795,3.303612,65,-12,0.290179,-0.018384,3.334446,-0.030834
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,bank_log_sale,Compromised bank log sale or discussion,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,153,1,752,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,cashout_laundering_service,Cash-out or laundering service,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,58,53,55,740,0.349398,4.189428,60,-2,0.320856,0.028542,3.933071,0.256357
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,cashout_laundering_service,Cash-out or laundering service,email_access_takeover,Email-access-enabled account takeover,17,94,40,755,0.112583,2.434329,17,0,0.101796,0.010787,2.211328,0.223001
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,cashout_laundering_service,Cash-out or laundering service,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",37,74,97,698,0.177885,2.253731,37,0,0.170507,0.007378,2.298694,-0.044963
full_screened,All combined records evaluated by the deterministic screen,10. Tor Shop,906,cashout_laundering_service,Cash-out or laundering service,fullz_identity_package,Fullz or identity package,32,79,72,723,0.174863,2.511435,36,-4,0.169811,0.005052,2.341406,0.170029
